사투리,표준어
했거든예.,했거든요.
보이더라고예.,보이더라고요.
없거든예.,없거든요.
무삽*냐,무섭냐
물어봔예.,물어봤어요.
무삽*지,무섭지
무사*워해난.,무서워했어.
실습하멍,실습하면서
하다보난,하다 보니까
봐난.,봤어.
잣*잣*이,자세히
무삽*지가,무섭지가
않댄예.,않대요.
봐마씸.,봐요.
무사*왕,무서워서
무사*워.,무서워.
않으댄,않다고
거예.,거예요.
속상해난.,속상했었어.
나가보난이.,나가 보니까.
넣었언.,넣었어.
놨수과?,놨어요?
놨수다.,놨어요.
겅해신디,그렇게 했는데
거는이,거는
있어났고,있었고
있어나신디.,있었는데.
들어가지니까이,들어가지니까
야이만,얘만
입언예.,입었어요.
경기도라부난,경기도여서
올라갔주마씸.,올라갔거든요.
겅해놔신디,그렇게 해 놨는데
갔거든예.,갔거든요.
망했댄,망했다고
망했댄.,망했다고.
와신디.,왔는데.
복장이랜,복작이라고
당황핸.,당황했어.
당황했겠다게.,당황했겠다.
알암신가,알았는가
영핸.,이랬다니까.
겅했을,그렇게 했을
알아신디.,알았는데.
빙삭빙삭,방긋방긋
것추륵이.,것처럼.
재밌언.,재미있언.
않하연?,않았어?
됐댄.,됐대.
살아나신디.,살았었는데.
떠낭,떠나서
생각하난이,생각하니까
나도이,나도
생각하고이,생각하고
어지러와.,어지러워.
(길 잃어불카 보댄)) (질,길
잃어먹엉,잃어 먹어서
없댄.,없다고 한다.
파맨?,파고 있어?
만들게,만들자
된,됐다
소통하게,소통하자
해야겐.,해야겠다.
핸.,했다.
봐주맨.,봐준다.
정핸?,정했어?
알겐,알겠다
인디?,인데?
봔.,봤다.
안해주젠.,안해줄거야.
걸언,걸었어
하게,할거야
안와신디?,안왔는데?
걸었네.,걸었잖아.
잘핸.,잘했어.
못하는디?,못하는데?
미천?,미쳤어?
인.,있다.
올려신디,올렸는데
올련,올렸다
행동하랜.,행동하래.
그난,그러니까
만들언?,만들었어?
어딘?,어딨어?
친구하게.,친구하자.
갬성,감성
인,있다
겁난,겁났어
혼난,혼났어
맞안.,맞았다.
맞안,맞았다
안되켜,안되겠다
찍게,찍자
핸,했다
하게.,하자.
이네,이잖아
된.,됐다.
완.,왔다.
언,없다
야망가연.,야망가였다.
지낸?,지냈어?
했지안?,했지않아?
되가맨?,되고있어?
겅해가지고,그래가지고
주는거?,주는거야?
나는거,나는거야
보이는거,보이는거야
말하는거?,말하는거야?
하는건디,하는건데
한댄,한다고해
하는거,하는거야
인거,인거야
갠춘?,괜찮아?
생각하고인,생각하고있어
전화핸,전화했어
들어신디,들었는데
가이,그애
못갈거닮,못갈거같아
없으니깐이,없으니까
올라와신디,올라왔는데
알겐,알겠어
봤네,봤잖아
친해져신디,친해졌는데
모르클,모르겠어
미터될거라이,미터될거야
해치네,해치잖아
안열언?,안열었어?
뽑은거?,뽑은거야?
안열었댄,안열었다고하더라
일할삘,일할거같아
개비싸지안?,개비싸지않아?
괜찮지안?,괜찮지않아?
갠춘,괜찮아
봤댄,봤다고하더라
뭔말하맨?,무슨말하는거야?
재밌언?,재밌었어?
봤댄,봤대
어떻게핸?,어떻게했어?
하맨,하고있어
하맨,하는거야
지네,지들
있는거?,있는거야?
오래됀,오래됐어
왜싸원?,왜싸웠어?
짜는거?,짜는거야?
됀?,됐어?
하는거연?,하는거였어?
않안,않았어
싸원?,싸웠어?
영했는디도,이랬는데도
친해젼,친해졌어
나가신디,나갔는데
안하션,안하셨어
몰라신디,몰랐는데
영했거든,이랬거든
되클.,되겠어.
모르난,모르니까
그자,그냥
해나서,해서
이선.,있었어.
밧디도,밭에도
뎅기지,다니지
댕경,다녀서
허먼,하면
밀리멍,밀면서
오멍,오면서
죽엉,죽어서
살았젠,살았대서
살아짐주.,살아지지.
경헌디,그런데
할아버지영들,할아버지들이랑
셋아버지,작은아버지
숨경,숨겨서
댕겸댄,다닌다고
댕겨난,다녔던
무신거영,무슨거랑
가던,가서
죽어부난,죽어서
식구들영,식구들이랑
않애봔.,않아봤어.
짓는디서,짓는데서
모슬포레,모슬포로
부렀쟨,버렸다고
그런디,그런데
못했주게.,못했지.
담아그넹.,담아서.
외삼춘은,외삼촌은
허여단,해다가
묻언.,묻었어.
한디,했는데
가선게.,가있더라.
어슨,없는
샜고,했고
일름만,이름만
씌영,씌어져
받아왔젼,받아왔다고
햄게.,하더라.
한디,하는데
나왐댄,나온다고
죽으난,죽으니까
탄디,탔는데
사름,사람
있젠.,있대.
할거랜,할거라고
와선게.,왔더라.
썩,씩
받암수다게.,받고있어요.
딸*들이난.,딸들이니까.
받으멍도,받으면서도
아이,아니
받젠,받으려고
햇주.,했지.
올린댄,올린다고
작년사,작년에야
올련.,올렸어.
아니혀.,않아.
죽어분,죽어버린
먹젠.,먹으려고.
외삼춘도,외삼촌도
오라방도,오빠도
죽어불고,죽어버리고
딸*들이,딸들이
외가라부난,외가라서
몰른디,모르는데
외삼춘,외삼촌
이선게.,있더라.
해서신디,했는데
현치비는,현씨집안은
어서.,"없어,"
뭐해영,뭐해서
궨당들은,친척들은
다행이우다.,다행입니다.
무신것에는,어떤거에는
어서,없어.
경한디,그런데
죽어서.,죽었어.
이거주게.,이거야.
요망져.,똘똘해.
경,그렁게
똑똑했잰,똑똑하다고
실어가부렁,실어가서
죽여부런?,죽여버렸어?
댕기,다녀
애기보래,아기보러
아래간,아래가서
붙었젠,붙었다고
이서,여기서
죽여부런.,죽여버렸어.
이랜,이라고
죽었젠들,죽었다고
찾*으레,찾으러
나상,나서서
해영그넹,해서
지엉그넹,지어서
모르난?,모르니까?
외삼춘이,외삼촌이
이서난,있던
어머니영,어머니랑
이모영,이모랑
오라방이랜,오빠라고
내리는디,내리는데
떵그넹,떠서
해영,하얗게
담아부런.,담아버렸어.
와실거라.,왔을거야.
족은이모영,작은이모랑
밲이,밖에
행그넹,해서
했댄,했다고
띄웜서랜.,띄운다고해.
죽어신디,죽었는지
보난.,보니까.
감댄,간다고
해연.,했어.
현치비,현씨집안
경해영,그래서
고라.,말해라.
행으넹,해서
왕이주.,와서야.
사랑허영,사랑해서
고르랜.,말하래.
고라.,말해.
지비,집에
앞이,앞에
들으카보댄,들을까봐
카페트주.,카페트야.
웃트레,위쪽으로
씌웡그넹,씌워서
쉬켜.,쉬겠다.
들르키멍,들면서
뒁그넹,둬서
시어멍이,시어머니가
먹으난,먹고
할망이난,할망이니까
붙쳥,붙여서
집이도,집에도
정지,부엌
만드는건디,만드는건데
생기젠,생기려고
낳젠,낳으려고
멕영그냉,먹여서
해가믄은,해가면
허잰하면,하려고하면
붙젠,붙으려고
생겨지카보댄,생길까봐
그넹,해서
깨웡,깨워서
고만이시라.,가만있어라.
멕여뒁,먹여두고
멕여뒁그넹,먹여두고
허영,하고
누웡,누워서
잠시랜,자고있으라고
젖멕이먼,젖먹이고
낳안.,낳았어.
난.,낳았어.
붙여놘,붙여놔서
손지가,손자가
살암서.,살고있어.
싸와.,싸워.
나는디,나는데
놩그네,놔서
해여,해
해연,해서
알암디.,알았니.
팔레,팔러
행그네,해서
뒁그네,둬서
보내랜.,보내래.
씰엉,실어서
가부는,가는
턱이랜.,턱이래.
기우꽈.,그렇습니까.
밲인,밖에
누워봤져.,누워봤어.
찾아왕,찾아와서
허지도,하지도
맹글락맹글락행,만지작만지막하다
빠져부런.,빠져버렸어.
허튼,아무튼
둰?,뒀어?
누웠댄도,누웠다고
눠워냉,누워서
누워났댄,누웠다고
살아나서.,살았었어.
저를에,겨를에
허곡,하고
잠서.,잡니까.
앉아그넹,앉아서
눕힐때난,눕힐때니까
뒁,둬서
눕져뒁그넹,눕혀둬서
좀*,잠
자당,자다가
해당,하다
살아져신고.,살았을까.
아시.,동생.
주어시난,주니까
하캔,한다고
아시하고,동생하고
살안.,살았어.
서방님이영,서방님이랑
재기,빨리
죽으랭,죽으라고
각시난,각시니까
살던디는,살던데는
살았져.,살았어.
시러워.,스러워.
허도,해도
말주게.,말지.
부에날,화날
무신거라.,무슨거야.
재미나서,재밌어서
살았댄,살았다고
남앙,남아서
후회난.,후회니까.
허겐,하자고
이제도록,여태껏
고마운거우다.,고마운겁니다.
죽어부러시믄,죽어버렸으면
가부러신디.,가버렸는데.
가부난,가버리니까
줬져.,줬어.
어성,없이
누구영,누구랑
고랐쪄.,말했어.
미안하댕,미안하다고
살았저.,살았어.
속상행,속상해서
살건디,살건데
줬젠,줬다고
데려당,데려다가
졈젠,진다고
갈건디,갈건데
가졌젠.,갔다고.
서방이영만,서방이랑만
버령,버려서
어성그넹,없어서
놓으멍,놓으면서
마리썩,마리씩
가졍가멍,가져가면서
강으넹,가서
후회시러.,후회스러워.
외로원.,외로웠어.
불거니,버릴거니
하메.,해.
불라.,버려라.
안해여.,안해.
후회졈져.,후회돼.
생겨지카보댄,생겨질까봐
줬댄,줬다고
도랭,달라고
생겨졈시카보댄.,생겨질까봐.
나불라.,낳아버려.
줘불라.,줘버려.
낭,낳아
고망도,구멍도
막암시냰,막냐고
자인,쟤는
났져.,났네.
모여신디,모였는데
먹었져.,먹었어.
가부난,가니까
만*딱,모두
모다,모여
납읍이랜,납읍이라고
한디,한데
해났다고,했었다고
잡아서.,잡았어.
까정,까지
봐서.,봤어.
어서사,없어야
하명,하면
내놩,내놔서
구웡,구워
잡으믄,잡으면
맘*국,몸국
장밭,장지
사둔집이,사돈댁이
영장집이주.,영장집이지.
좋은거우다.,좋은거에요.
메르치,멸치
국수영들,국수들이랑
생성도,생선도
햄더라,하더라
어서라.,없더라.
부난.,버려서.
먹어져.,먹나.
커피영,커피랑
사놔낭,사놓아서
닮던데.,같던데.
먹어나십디다.,먹었더라고요.
남자들신디도,남자들도
마십디다.,마시더라고요.
신디는,한테는
닮더만.,같더라.
소주영.,소주랑.
줘시믄,줬으면
먹어지카보댄,먹어질까봐
끄성,데리고
나오젠,나오려고
-누-누게,누구
누게가,누가
고라신고,말했더라
하르방이영,할아버지랑
오캔,온다고
비오캔,비온다고
했주게.,했어.
와신게.,왔네.
비오캔디,비오겠네
하르방도,할아버지도
못하카보댄,못할까봐
헌디,하는데
실엉,데리고
부강하난,부강하니까
자랑햄수과.,자랑합니까.
이성그넹,있어서
먹으게마씸,먹어요.
기여.,그래.
먹어사주.,먹어야지.
잘먹엄저.,잘먹는다.
해어.,해.
앉으믄,앉으면
사람이영,사람이랑
살아나부난,살아서
젊은때사,젊은때나
먹었주기.,먹었지.
이영,이랑
먹읍서.,먹으세요.
족아.,작아.
먹어나서.,먹었었어.
먹어사,먹어야
경하난,그러니까
끊엉게,끊어서
손지들,손자들
두난,두니까
셋아들에,둘째아들에
키워두난,키워놓으니
할망만,할머니만.
아들이영,아들이랑
먹으민,먹으면
먹주게.,먹어.
부러사,버려야
취할거난.,취할거니까.
먹어낭,먹다가
뭐해여.,뭐해.
먹엄수과?,먹습니까?
먹읍서게.,먹으세요.
가져당,가져다
물인디,물인데
먹엄져.,먹는다.
나성,나서서
먹어실거여.,먹었을거야.
그제도,그때도
그제,그때
가나신가.,갔었나.
가나실거라.,갔을거야.
그리워그넹,그리워서
먹는거난,먹는거니까
술집이난,술집이니까
새각시들이영,새각시들이랑
나영,나랑
누게영,누구랑
먹으난이.,먹으니까.
그디서만,거기서만
도란,데려와서
났주게.,났어.
찾앙,찾아
맥주영,맥주랑
돼서?,됐어?
됨서.,되고있어.
하맨?,하니?
이름이영,이름이랑
이디가,여기다
번호영,번호랑
늙어사네.,늙어서.
말하믄,말하면
좋을건디,좋을건데
되졌져이.,됐어.
시끄러,실으러
가멍게,가면서
아팡,아파서
채웡,채워서
비령,빌려서
놀젠,놀려고
벗이영,벗이랑
가봅서.,가보세요.
이디서,여기서
할망이영,할머니랑
치당,치다
이집이,이집에
어멍한티,엄마한테
가켜.,가겠다.
해영.,해.
거따,거기다
고를,말할
이시냐.,있냐.
햄잖아.,하잖아.
않해영,않고
게민은,그러면
거랑,거는
최곤디,최고인데
합서게.,하세요.
몰라부니까,몰라서
해가믄,하면
해나면은,하면
자난,잤던
까지영,까지도
경해사,그렇게해야
웃으멍,웃으면서
부에나그넹,화나서
쌉젠만,싸우려고만
고랐지.,말했지.
했주마는,했지만
햄저.,한다.
아니주게이.,아니지요.
할락,할라고
허영그넹,해서
옵서양.,오세요.
해수다.,했습니다.
할망당은,본향당은
할망당이라고,본향당이라고
꼭같애.,똑같아.
없댄,없다고
할망디는,할머니네는
경해영그넹,그렇게해서
놔그넹,놔서
살려줍서.,살려주세요.
손지들이,손자들이
손지야,손자야
구덕에,바구니에
흔들멍,흔들면서
자졍,자려고
해지쿠다.,해주세요.
줍서.,주세요.
키우젱,키우려고
어서진데가,없어진데가
이십디다게.,있습니다.
오래비,오빠
죽장,주구장창
감수게.,갑니다.
이수게.,있습니다.
세부난,세서
거스질,거스르질
갑니게.,갑니다.
오래비들,오빠들
키우젠,키우려고
바당에도,바다에도
댕겨서.,다녔어.
댕기주게.,다니지.
죽젠,죽으려고
쎄댄,세다고
할망당이.,본향당이.
센디우다.,센곳입니다.
약하영,약해서
할망이고,할머니고
하르방이고,할아버지고
경하난,그래서
오커리에서,오거리에서
온댄,온다고
허난,해서
안죽은디,안죽었는데
짝이랑,쪽이랑
양.,저기요.
일름도,이름도
나당,나다가
가부런.,가버렸어.
경하면,그러면
동박낭이,동백나무가
동박,동백
대영,대서
대배기,그릇
경하고,그러고
경하난,그러니
이서나수게.,있었습니다.
해영게,하던데
불엉,불어서
댄,다고
질러,기르러
아니꽈.,아닙니까.
곱앙,구석에
써놩한게.,썼더라.
오당,오다가
벗엉그넹,벗어서
왐져게.,온다.
봠져게.,본다.
고라불면,말하면
어멍이영,엄마랑
해가난,해가니까
늦어짐져.,늦어진다.
하랭,하라고
몇시카보댄,몇시일까봐
하랜?,하래?
되어서?,됐어?
됐주게.,됐지.
낼랑,내일은
됨댄,된다고
햄수게.,합니다.
하맨.,해.
낼랑,내일에
와사,와야
봤언.,봤었어.
연.,였어.
