사투리,표준어
아닌가?,아닌가?
그,그
아니?,아니야?
아닌가?,아닌가?
엥,엥
인절미{laughing},인절미{laughing}
그,그
봤었거든?,봤었거든?
헷갈렸나봐.,헷갈렸나봐.
인절미맛.,인절미맛.
봔.,봤어.
맛(인?)/(있어?),맛(인?)/(있어?)
닮.,같아.
그냥,그냥
먹어볼까?,먹어볼까?
닮,같아
땐,땐
일어나서.,일어나서.
배고파.,배고파.
먹언?,먹었어?
어제?,어제?
응.,응.
먹었지?,먹었지?
기달려봐.,기달려봐.
먹었지?,먹었지?
뭔가,뭔가
먹었거든?,먹었거든?
나지?,나지?
맞아.,맞아.
고기랑,고기랑
고기랑,고기랑
먹었다.,먹었다.
그래서,그래서
&name1&,&name1&
귀찮아,귀찮아
인,있어
언,없어
누워서이,누워서
많아.,많아.
남았어.,남았어.
반.,반.
먹어야지.,먹어야지.
안 핸?,안 했어?
불언.,불었어.
인정.,인정.
거.,거야.
근데,근데
먹었어.,먹었어.
사줬거든?,사줬거든?
응.,응.
괜,괜
맛있어.,맛있어.
뭐?,뭐야?
이거?,이거?
있거든?,있거든?
거든?,거든?
맛있어.,맛있어.
거?,거야?
맛있어.,맛있어.
아니?,아니야?
알았지.{laughing},알았지.{laughing}
먹었는데,먹었는데
거,거야
어.,어.
났어,났어
안해?,않니?
{laughing},{laughing}
박사래.,박사래.
웃었어.,웃었어.
있으니까,있으니까
한정되네.,한정되잖아.
맞아.,맞아.
거.,거야.
싶고,싶고
와플.,와플.
알아?,알아?
진짜,진짜
아니?,아니니?
스탬프?{laughing},스탬프?{laughing}
&company-name1&,&company-name1&
싶,싶어
봔.,봤어.
이.,#이.
맞아.,맞아.
가봔.,가봤어.
유명하댄?,유명하대?
맛있대.,맛있대.
하고,하고
갈까?,갈까?
하고.,하고.
부다.,부다.
조심해야지.,조심해야지.
맞아.,맞아.
진짜.,진짜.
않겠지?{laughing},않겠지?{laughing}
무서워.,무서워.
근데,근데
어?,어?
싶다는데.,싶다는데.
맛있는데,맛있는데
아니면,아니면
근데.,근데.
똑똑해.,똑똑해.
맛있는데.,맛있는데.
근데,근데
요새.,요새.
맛(인.)/(있어.),맛(인.)/(있어.)
했잖아.,했잖아.
했잖아.,했잖아.
{laughing},{laughing}
어제까지.,어제까지.
진짜?,진짜?
배고프다.,배고프다.
먹었언?,먹었니?
주잖아.,주잖아.
먹언.,먹었어.
맛있겠다.,맛있겠다.
먹언.,먹었어.
아이스크림,아이스크림
토네이도인가?,토네이도인가?
아닌가?,아닌가?
거?,거야?
같애,같아
맥플러리?,맥플러리?
그치?,그치?
먹었다.,먹었다.
맛(인.)/(있었어.),맛(인.)/(있었어.)
먹으니까.,먹으니까.
맛있겠다.,맛있겠다.
없어.,없어.
같애.,같아.
&company-name11&,&company-name11&
가고.,가고.
싶다.,싶다.
배고파.,배고파.
그때,그때
나도,나도
언니,언니
있었거든?,있었거든?
거야,거야
때.,때.
고민인거야.,고민인거야.
거야.,거야.
거.,거야.
먹었어.{laughing},먹었어.{laughing}
왜냐하면,왜냐하면
작잖아.,작잖아.
그치.,그치.
있어.,있어.
그치.,그치.
되더라.,되더라.
그래.,그래.
돼.,돼.
되더라.,되더라.
되더라.,되더라.
배고프다.{laughing},배고프다.{laughing}
배고픔.,배고픔.
먹지?,먹지?
먹을까?,먹을까?
짜파게티.,짜파게티.
해줘.,해줘.
{laughing},{laughing}
맛있겠다.,맛있겠다.
싶네.,싶네.
짜파게티.,짜파게티.
먹어봔?,먹어봤어?
팔아?,팔아?
맛(인.)/(있어),맛(인.)/(있어)
해줜?,해줬어?
어?,어?
서운하다이,서운하다
거기는.,거기는.
음.,음.
아니야?,아니야?
그런가?,그런가?
부르잖아?,부르잖아?
시키면,시키면
먹더라고.,먹더라고.
먹어서,먹어서
같애.,같아.
간거고.,간거고.
하지?{laughing},하지?{laughing}
학생이었으니까.,학생이었으니까.
학생이야.,학생이야.
정말.,정말.
해줄래?,해줄래?
해줄래?,해줄래?
수치스럽다야.,수치스럽다야.
바꿀테다.,바꿀테다.
있어.,있어.
건데,건데
다음에{laughing},다음에{laughing}
먹으면서,먹으면서
거야.,거야.
거든?,거든?
거든?,거든?
일단.,일단.
정말?,정말?
들어와죠.,들어와줘.
게.,게.
아니면,아니면
그치?,그치?
아니면,아니면
아니면,아니면
그,그
거.,거야.
사겠다.,사겠다.
그니까.,그니까.
{laughing},{laughing}
왜냐면,왜냐면
이마트.,이마트.
이러면서,이러면서
해신디,했는데
싶은데.,싶은데.
맞아.,맞아.
인.,있어.
&company-name13&.,&company-name13&.
돼.,돼.
맛있대.,맛있대.
맛있대.,맛있대.
가봤어.,가봤어.
있거든?,있거든?
맛(인.)/(있어.),맛(인.)/(있어.)
뭐냐,뭐냐
그,그
있어요.,있어요.
있는데,있는데
살거든?,살거든?
그래가지고,그래서
어.,어.
했거든.{laughing},했거든.{laughing}
잠깐만,잠깐만
거?,거?
아니고.,아니고.
남자애고.,남자애고.
진짜.,진짜.
.어,.어
핸.,했어.
맛(인.)/(있어.),맛(인.)/(있어.)
닮아.,같아.
맛있겠다.,맛있겠다.
같애.,같아.
맛(인.)/(있어.),맛(인.)/(있어.)
오빠한테,오빠한테
돼?,돼?
정도,정도
먹어야지,먹어야지
그,그
싶.,싶어.
가봔?,가봤어?
응.,응.
뭐하맨?,뭐하니?
야,야
있잖아.,있잖아.
어.,어.
있음.,있음.
거리?{laughing},거리?{laughing}
먹지.,먹지.
몰라.,몰라.
중앙여고,중앙여고
봔.,봤어.
진짜?,진짜?
어디야?,어디야?
거긴가?,거긴가?
중앙여고?,중앙여고?
대정.,대정.
대정.,대정.
곳.,곳.
대정인가?,대정인가?
찐일껄?,찐일껄?
어디지?,어디지?
먹어봤어.,먹어봤어.
좋아해?,좋아해?
좋아해.,좋아해.
좋아해.,좋아해.
맛있어.,맛있어.
맛인,맛있어
나는데,나는데
먹언.,먹었어.
최고.,최고.
대정.,대정.
대정?,대정?
멀다.,멀다.
먹을게요.,먹을게요.
먹을게.,먹을게.
좀,좀
있네.,있잖아.
응.,응.
왜?,왜?
&company-name14&?,&company-name14&?
같은데.,같은데.
어.,어.
먹어?,먹어?
먹지.,먹지.
맛(인.)/(있어.),맛(인.)/(있어.)
줘.,줘.
편해.,편해.
가면,가면
맛있겠다.,맛있겠다.
줘.,줘.
미친.,미친.
거지.,거지.
갔었는데,갔었는데
시켠.,시켰어.
거.,거야.
혜자.,혜자.
됩니다.,됩니다.
맛있겠다.,맛있겠다.
말해.,말해.
그,그
&company-name16&?,&company-name16&?
맞아.,맞아.
괜춘.,괜찮아.
위에?,위에?
맛인,맛있어
가봔.,가봤어.
뭔가,뭔가
뭔가,뭔가
쌀국수,쌀국수
맛?,맛?
알아?,알아?
되나?,되나?
가봔?,가봤어?
가봤지.,가봤지.
있네.,있잖아.
쌀국수?,쌀국수?
싸거든?,싸거든?
응.,응.
적어.,적어.
양이?,양이?
건가?,건가?
하고.,하고.
그렇군.{laughing},그렇군.{laughing}
알지?,알지?
없어젼?,없어졌어?
어머.,어머.
바껸.,바뀌었어.
헤이러네.,헤이러네.
않나?,않나?
맞아.,맞아.
싫어해.,싫어해.
먹어봤는데.,먹어봤는데.
먹어봤다.,먹어봤다.
닫았댄.,닫았다는 거야.
어이없어가지고.,어이없어서
너무해.,너무해.
왜지?,왜지?
"맛있는데,","맛있는데,"
"똑같아,","똑같아,"
똑같애?,똑같아?
하셨지?,하셨지?
"뭐,","뭐,"
됐나?,됐나?
맛(인.)/(있어.),맛(인.)/(있어.)
좋아해.,좋아해.
있던데?,있던데?
닫더라고.,닫더라고.
맛있더라.,맛있더라.
많아(이.)/(#이.),많아(이.)/(#이.)
진짜,진짜
언.,없어.
야.,야.
시니어?,시니어?
응.,응.
천원.,천원.
뭐?,뭐?
있거든?,있거든?
오클.,올게.
근데.,근데.
맛있겠다.,맛있겠다.
지금.,지금.
곤란해.,곤란해.
{laughing},{laughing}
인정?,인정?
인정.,인정.
야.,야.
닮은디.,같은데.
맛(인.)/(있어.),맛(인.)/(있어.)
몰라.,몰라.
거.,거야.
그래?,그래?
바보.,바보.
하다?,하다?
하다.,하다.
봔?,봤어?
맛있대.,맛있대.
근데,근데
맛있어.,맛있어.
응.,응.
간.,갔.어
가게,가자
뭔가,뭔가
뉘앙스여서,뉘앙스여서
연락(씹언.)/(끊었어/),연락(씹언.)/(끊었어/)
돼.,돼.
맛있대.,맛있대.
어.,어.
맛(인.)/(있어.),맛(인.)/(있어.)
이,#이
하거든.,하거든.
얘기하니까.,얘기하니까.
맛있다고.,맛있다고.
흥분해서.,흥분해서.
맛있겠다.,맛있겠다.
먹어.,먹어.
돼.,돼.
완벽해,완벽해
&name2&야,&name2&야
&company-name13&(이)/(#이),&company-name13&(이)/(#이)
-미--미-미친,-미--미-미친
&company-name22&,&company-name22&
가자,가자
아니.,아니.
맛(인.)/(있어.),맛(인.)/(있어.)
갈짬쪽.,갈짬쪽.
갈짬쪽이야?,갈짬쪽이야?
되나?,되나?
있고.,있고.
응.,응.
개.,개.
맛있겠다.,맛있겠다.
있는데,있는데
언?,없지?
어.,어.
많아.,많아.
먹어(봔.)/(봤어.),먹어(봔.)/(봤어.)
비빔,비빔
맛(인.)/(있어.),맛(인.)/(있어.)
가야겠다.,가야겠다.
그래.,그래.
응,응
맛(있언.)/(있었어.),맛(있언.)/(있었어.)
맛있겠다.,맛있겠다.
싶.,싶어.
먹어봤네.,먹어봤잖아.
뭐하멘?,뭐하는 거야?
먹언?,먹었어?
어{laughing},어{laughing}
먹어봤고,먹어봤고
가봤고,가봤고
와.,와.
먹언.,먹었어.
말해줄까?,말해줄까?
있네.,있잖아.
이슬이랑,이슬이랑
있지.,있지.
막걸리랑,막걸리랑
먹어(봔.)/(봤어.),먹어(봔.)/(봤어.)
먹어(봔.)/(봤어.),먹어(봔.)/(봤어.)
먹었어?,먹었어?
먹었어.,먹었어.
배고파.,배고파.
뒤집어졌다.,뒤집어졌다.
뭐냐?,뭐냐?
귀엽지?,귀엽지?
크다.,크다.
악어?,악어?
공룡?,공룡?
맞아.,맞아.
악어.,악어.
센치인가?,센치인가?
자.,자.
있어.,있어.
있어.,있어.
헐.,헐.
있어.,있어.
없다.,없다.
귀여워.,귀여워.
어.,어.
알지?,알지?
여고?,여고?
맞아.,맞아.
귀엽다.,귀엽다.
알지?,알지?
맞아?,맞아?
언.,없어.
&name1&,&name1&
응.,응.
하리보,하리보
비누인데,비누인데
아.,아.
어,어
언니가,언니가
주고,주고
너꺼래.,너꺼래.
감동(먹언.)/(먹었어.),감동(먹언.)/(먹었어.)
옆에서,옆에서
하면,하면
(()),(())
맨날.,맨날.
봐(()).,봐(()).
봤잖아.,봤잖아.
이러던데.,이러던데.
아싸.,아싸.
하리보.,하리보.
같대?,같대?
붙었대.,붙었대.
인.,있어.
좋아해.,좋아해.
이제.,이제.
어디?,어디?
난다.,난다.
취업(핸.)/(했어.),취업(핸.)/(했어.)
노형?,노형?
응.,응.
같은데?,같은데?
갈까?,갈까?
물어볼게.{laughing},물어볼게.{laughing}
되는디.,되는데.
임플란트라니.,임플란트라니.
깨졌어.,깨졌어.
진짜?,진짜?
그래서.,그래서.
깨졌어?,깨졌어?
모르겠어,모르겠어
깨져가지고,깨져서
아니지?,아니지?
아닐껄?,아닐껄?
줜?,줬나?
뭐?,뭐?
닮아,같아
학원,학원
가지고(이)/(#이),가지고(이)/(#이)
모르켜,모르겠어
다녔언?,다녔었어?
그,그
사라져신디,사라졌는데
문제,문제
닮아,같아
다녔언?,다녔었어?
다녔지,다녔지
힘들었는데,힘들었는데
또,또
다녔으면,다녔으면
다녔었언,다녔었어
그때,그때
가지고,가지고
뭐냐,뭐냐
있어실건디,있었을텐데
이,#이
이,#이
아쉬웠어신디,아쉬웠었는데
모르겠다만은(이)/(#이),모르겠다만은(이)/(#이)
거,거
암튼,암튼
닮아신디,같았는데
아무튼,아무튼
학원이라,학원이야
않았냐,않았냐
함신디,한데
이게,이게
되니까(이)/(#이),되니까(이)/(#이)
이렇게,이렇게
어서?,없어?
그,그
중간에,중간에
가지고(이)/(#이),가지고(이)/(#이)
군대에서,군대에서
없으면은,없으면은
땄주,땄지
거,거
하니까,하니까
무에타이를,무에타이를
이,#이
해가지고(이)/(#이),해가지고(이)/(#이)
좋아하는데(이)/(#이),좋아하는데(이)/(#이)
좋더라고,좋더라고
뭐?,뭐야?
일본어전공,일본어전공
난,난
뭐냐,뭐냐
전공(했어신디)/(했었는데),전공(했어신디)/(했었는데)
그지(이)/(#이),그지(이)/(#이)
조금,조금
일본어(이)/(#이),일본어(이)/(#이)
싫더라,싫더라
못해,못해
안돼,안돼
&name2&,&name2&
했지,했지
일본어에서는,일본어에서는
힘들었언,힘들었어
어서?,없어?
거,거
어서?,없어?
있더라고,있더라고
나는,나는
됐었언,됐었어
그래가지고(이)/(#이),그래가지고(이)/(#이)
있어신디,있었는데
있어신가,있었나
돼,돼
가고,가고
가면은,가면은
이제,이제
문이,문이
있어,있어
있어가지고,있어가지고
그래서,그래서
잠겨,잠겨
있어,있어
같은데,같은데
그냥,그냥
있는데,있는데
들어보니까,들어보니까
이렇게,이렇게
많이,많이
어쨌든,어쨌든
하는디,하는데
이렇게,이렇게
막,막
그니까,그니까
거야,거야
닮아,같아
뭐,뭐
없었언?,없었어?
없었나보다.,없었나보다.
너네과는?,너네과는?
그냥,그냥
없어,없어
겅해?,그렇게 해?
먹었는데,먹었는데
받아가지고,받아가지고
취해그넹,취해서
그래가지고,그래가지고
(()),(())
어서?,없어?
진짜,진짜
그래서,그래서
고정시키고,고정시키고
하니까,하니까
{laughing},{laughing}
그래서,그래서
있거든,있거든
들어가봤는데,들어가봤는데
같애,같애
생각(해신디)/(했는데),생각(해신디)/(했는데)
거야,거야
되는데,되는데
궁금하다.,궁금하다.
이신가?,있나?
폐쇄되가지고,폐쇄되가지고
닮은디,같은데
했었거든,했었거든
크고,크고
그(이)/(#이),그(이)/(#이)
놀잖,놀잖
막,막
아무튼(이)/(#이),아무튼(이)/(#이)
막,막
왜냐하면,왜냐하면
양주(여신가)/(였었나),양주(여신가)/(였었나)
해신디,했는데
아무튼,아무튼
하난디,하난데
닮아,같아
힘들어도,힘들어도
없어,없어
분위기,분위기
또,또
막,막
없어,없어
그냥(이)/(#이),그냥(이)/(#이)
시절에는,시절에는
않앤?,않았어?
않앤?,않았어?
어떵핸?,어떻게 했어?
어려워실건디,어려웠을텐데
그래서,그래서
아니?,아냐?
맞아,맞아
년제였나?,년제였나?
(()),(())
취득(하잰)/(하려고),취득(하잰)/(하려고)
맞지(이)/(#이),맞지(이)/(#이)
있어신디,있었는데
늘었나?,늘었나?
하니까,하니까
오고,오고
편입하면서,편입하면서
전과(해신디)/(했는데),전과(해신디)/(했는데)
거,거
공부하고,공부하고
시험치고,시험치고
받안,받았어
해?,해?
생명자원개발?,생명자원개발?
그러니깐,그러니깐
거,거
거다(이)/(#이),거다(이)/(#이)
해,해
이서?,있어?
보고,보고
해보고,해보고
인상(깊언?)/(깊었어?),인상(깊언?)/(깊었어?)
돼지,돼지
돼지,돼지
학교에서,학교에서
공부해서,공부해서
있어,있어
어떵해?,어때?
이런,이런
느껸,느꼈어
달라?,달라?
모르겠는데,모르겠는데
핸,했어
비슷하지?,비슷하지?
모르겠고,모르겠고
같고,같고
거랑,거랑
있잖아,있잖아
작은,작은
작아,작아
신기하다(이)/(#이),신기하다(이)/(#이)
재밌어시켜,재밌었겠다.
이,#이
싶어,싶어
수업하면서,수업하면서
해보잖아,해보잖아
싶은디,싶은데
다,다
공부(()),공부(())
좋으커라,좋겠어
되잖아,되잖아
{laughing},{laughing}
생각나,생각나
나는,나는
떨어져,떨어져
나는,나는
없잖아,없잖아
이상하지?,이상하지?
닭은,닭은
하도,하도
음식이다보니,음식이다보니
