사투리,표준어
&name3&,&name3&
그것도,그것도
못해.,못해.
자,자
그,그
자~,자~
아까,아까
이거.,이거.
-골아-,-골아-
{laughing},{laughing}
마이크,마이크
거,거
봐.,봐.
거,거
봐.,봐.
못,못
끄는,끄는
거.,거.
{laughing},{laughing}
{laughing},{laughing}
((xxx말)),((xxx말))
잘,잘
지금이야,지금이야
이젠,이젠
막,막
지구가,지구가
온난화,온난화
대체적으로,대체적으로
옛날엔,옛날엔
얼마나,얼마나
옛날엔.,옛날엔.
옛날,옛날
말,말
옛날에.,옛날에.
옛날에,옛날에
막.,막.
다,다
((눈xxx)),((눈xxx))
미끄러지고.,미끄러지고.
(()),(())
엉덩방아,엉덩방아
많이,많이
옛날에.,옛날에.
(()),(())
엉덩방아만,엉덩방아만
아이고,아이고
((단xx)),((단xx))
달라졌구나.,달라졌구나.
(()),(())
다니질,다니질
못,못
다,다
눈,눈
겨울에?,겨울에?
겨울에도,겨울에도
다,다
눈들.,눈들.
근데,근데
한,한
사,사
년,년
전에,전에
눈,눈
사,사
년,년
전에?,전에?
(()),(())
사,사
년,년
전에,전에
많이,많이
전에,전에
오,오
년,년
전에,전에
-물어-,-물어-
사장님?,사장님?
(()),(())
사,사
오,오
년,년
전에?,전에?
(()),(())
한,한
삼,삼
사,사
년전에.,년전에.
사,사
년,년
전.,전.
사,사
년,년
전.,전.
아니,아니
아니,아니
아~,아~
사,사
년,년
전.,전.
십오,십오
년,년
십오,십오
년도엔가?,년도엔가?
십육,십육
년도에,년도에
-문-,-문-
눈이,눈이
그니까,그니까
사,사
년,년
전이네.,전이네.
(()),(())
사,사
년.,년.
우리,우리
집,집
때,때
저~,저~
옥상에,옥상에
철근,철근
철근,철근
다~,다~
저기,저기
눈으로,눈으로
나중에,나중에
그거,그거
다,다
여기,여기
눈이,눈이
막,막
막,막
막,막
(()),(())
물로,물로
저~,저~
호수로,호수로
풀리더라고.,풀리더라고.
그거,그거
다.,다.
(()),(())
철근,철근
나오고,나오고
난,난
사라봉에,사라봉에
눈이,눈이
잘,잘
안,안
오잖아.,오잖아.
눈,눈
안,안
묻잖아.,묻잖아.
해안가는,해안가는
눈,눈
안,안
(()),(())
거기는,거기는
다,다
모든,모든
데가,데가
하니까,하니까
차,차
그,그
길,길
그,그
기억이,기억이
그,그
날,날
그곳엔,그곳엔
원~,원~
눈,눈
안,안
안,안
묻어.,묻어.
이젠,이젠
(()),(())
이제는,이제는
눈,눈
안,안
옛날로,옛날로
치면은,치면은
눈,눈
아이구.,아이구.
이게,이게
온난화,온난화
된,된
(()),(())
온난화,온난화
때문에.,때문에.
이제,이제
뭐,뭐
뭐,뭐
개나리도,개나리도
많이,많이
있고,있고
이제도.,이제도.
여기.,여기.
(()),(())
응.,응.
막,막
신문에도,신문에도
나와.,나와.
(()),(())
개나리도,개나리도
피고,피고
뭐,뭐
철쭉은,철쭉은
이제도,이제도
피어있고.,피어있고.
(()),(())
청사만,청사만
가도,가도
있고.,있고.
그거,그거
우리,우리
어릴,어릴
땐,땐
진짜,진짜
((진리리영)),((진리리영))
막,막
막,막
올라가는,올라가는
길도,길도
있고,있고
비포장길,비포장길
(()),(())
그,그
옛날,옛날
비료,비료
포대에,포대에
(()),(())
그것들을,그것들을
언덕배기,언덕배기
동산,동산
쫙,쫙
내려가는,내려가는
길이,길이
(()),(())
구루마여,구루마여
구루마여,구루마여
막,막
할,할
때,때
옛날엔,옛날엔
눈도,눈도
진짜,진짜
이제들은,이제들은
신들도,신들도
잘,잘
나오고,나오고
(()),(())
옛날엔,옛날엔
안,안
발도,발도
동상,동상
걸리고,걸리고
아이고,아이고
발,발
-콩-,-콩-
어머니,어머니
콩,콩
국,국
(()),(())
콩,콩
((무지개)),((무지개))
아이고,아이고
그,그
발,발
손,손
손,손
(()),(())
아이고,아이고
손,손
오라.,오라.
오라.,오라.
나,나
나,나
해,해
줘야,줘야
손,손
이거,이거
아이고,아이고
손,손
손,손
그,그
언덕배기에,언덕배기에
그거,그거
비료,비료
푸대,푸대
지,지
위에서,위에서
쫙,쫙
쫙,쫙
내리는,내리는
썰매,썰매
썰매,썰매
썰매,썰매
그,그
동네,동네
이고,이고
뭐고,뭐고
그럼,그럼
뭐,뭐
이성적인,이성적인
그런,그런
관념,관념
{laughing},{laughing}
동네,동네
아이,아이
다,다
주룩,주룩
주룩,주룩
그냥,그냥
막,막
그냥,그냥
막,막
썰매,썰매
타는,타는
생각.,생각.
또,또
오늘,오늘
그러니까,그러니까
발도,발도
그냥,그냥
양말도,양말도
그냥,그냥
구멍,구멍
신고.,신고.
아이고,아이고
어머니가,어머니가
그거,그거
일,일
그,그
발가락이,발가락이
기어,기어
고무신은,고무신은
아니라도,아니라도
거.,거.
고무신,고무신
고무신,고무신
아니,아니
우린,우린
고무신,고무신
타이,타이
고무신.,고무신.
타이.,타이.
타이.,타이.
-타일-,-타일-
-고무-,-고무-
그~,그~
타이어,타이어
고무신은,고무신은
아니고.,아니고.
코,코
고무신,고무신
무늬,무늬
거.,거.
아~,아~
성네산,성네산
아니?,아니?
(()),(())
저,저
남자,남자
닮은,닮은
무슨,무슨
시커먼,시커먼
고무신이라도,고무신이라도
옆에,옆에
저~,저~
나비,나비
이렇게,이렇게
리본,리본
꺼.,꺼.
(()),(())
발,발
또,또
빨래,빨래
할,할
때는,때는
물이,물이
쪼끔,쪼끔
겨울이니까,겨울이니까
아,아
빨래,빨래
다,다
찧어올,찧어올
때,때
손이,손이
끊어지는,끊어지는
것,것
맞아.,맞아.
장갑도,장갑도
얼어.,얼어.
(()),(())
손이,손이
(()),(())
어.,어.
동상도,동상도
추워가면은,추워가면은
(()),(())
동상,동상
발이,발이
근질,근질
근질,근질
발바닥이,발바닥이
부풀어올라.,부풀어올라.
응.,응.
그거,그거
아마,아마
물에,물에
-커-,-커-
커도,커도
보고,보고
해도,해도
잘,잘
안되면,안되면
약,약
하면,하면
해도,해도
이제처럼,이제처럼
보일러,보일러
보일러가,보일러가
((보시락)),((보시락))
그거,그거
((파다그네)),((파다그네))
((굴먹)),((굴먹))
무슨,무슨
(()),(())
바싹,바싹
마른,마른
거,거
그거,그거
하면은,하면은
지금,지금
나무,나무
토막들,토막들
뗀,뗀
거,거
같이,같이
오래,오래
한,한
거는,거는
조금,조금
초,초
저녁에,저녁에
추워.,추워.
(()),(())
아이고,아이고
막,막
(()),(())
막,막
((대작)),((대작))
그거,그거
저,저
((굴먹)),((굴먹))
그것,그것
굴목에,굴목에
들어,들어
(()),(())
그거,그거
이제,이제
이제,이제
골목에,골목에
이제,이제
어~,어~
불,불
-붙-,-붙-
붙어,붙어
가면은,가면은
그거,그거
쑥,쑥
하게시리,하게시리
돌,돌
돌에,돌에
톡,톡
하게시리,하게시리
아이고,아이고
연기,연기
나가면,나가면
옛날에.,옛날에.
옷을,옷을
입어도,입어도
옛날엔,옛날엔
(()),(())
옷,옷
-이섰-,-이섰-
거,거
뭐냐?,뭐냐?
그냥,그냥
기계충,기계충
(()),(())
머리.,머리.
허물딱지,허물딱지
(()),(())
그런,그런
것도,것도
막,막
있고.,있고.
이도,이도
많았어.,많았어.
이.,이.
이도,이도
(()),(())
-많-,-많-
많다,많다
옛날엔.,옛날엔.
아이구,아이구
그,그
개,개
털,털
옷에,옷에
-옷-,-옷-
어디,어디
어디,어디
(()),(())
((쉬영)),((쉬영))
거,거
이빨로,이빨로
빠다다닥,빠다다닥
따닥,따닥
{laughing},{laughing}
그때.,그때.
-화톳불-,-화톳불-
화롯불,화롯불
((게시리)),((게시리))
(()),(())
-게-,-게-
스웨터들,스웨터들
아이고,아이고
이젠,이젠
그게,그게
다,다
그게.,그게.
할,할
때는,때는
그때가,그때가
한,한
몇,몇
년도라?,년도라?
육십,육십
년대.,년대.
육십,육십
년대,년대
육십,육십
년대,년대
그때.,그때.
초반?,초반?
후반?,후반?
(()),(())
육십,육십
년대,년대
후반?,후반?
(()),(())
육십,육십
년대,년대
후반.,후반.
정말,정말
집도,집도
춥고.,춥고.
아유.,아유.
집,집
안에,안에
뭐,뭐
하지,하지
다,다
연기,연기
아이고,아이고
아~,아~
진짜로,진짜로
옛날에는,옛날에는
아침에,아침에
마당에,마당에
발자국,발자국
발자국이,발자국이
음빡,음빡
음빡,음빡
(()),(())
국,국
그,그
저기,저기
안,안
오늘,오늘
날씨,날씨
추운,추운
건,건
추운,추운
것도,것도
아니.,아니.
(()),(())
이런,이런
이제는,이제는
진짜로,진짜로
나,나
춥다,춥다
춥다,춥다
하지,하지
춥다,춥다
춥다,춥다
하지,하지
(()),(())
요즘엔,요즘엔
나도,나도
요즘,요즘
따라,따라
춥다,춥다
춥다,춥다
해져.,해져.
(()),(())
옛날에는,옛날에는
이,이
저,저
그,그
-골-,-골-
(()),(())
옛날,옛날
다.,다.
우리,우리
거.,거.
그거,그거
먹을,먹을
거,거
(()),(())
그거,그거
막~,막~
-겅해-,-겅해-
사계절이,사계절이
있는,있는
게,게
(()),(())
우리나라가,우리나라가
사계절이,사계절이
적응을,적응을
잘,잘
하는,하는
(()),(())
그것도,그것도
우리가,우리가
고생,고생
안,안
막,막
노동,노동
아이들은,아이들은
커도,커도
이노무,이노무
노동을,노동을
잘,잘
해.,해.
근데,근데
우리는,우리는
노동을,노동을
못,못
하면은.,하면은.
몸에,몸에
익숙하는,익숙하는
게,게
굉장히,굉장히
춥게,춥게
키워야,키워야
한,한
말이,말이
맞아.,맞아.
어~,어~
애기들도,애기들도
춥게,춥게
안,안
만약에,만약에
막,막
-끓-(끓여불면은)/(끓이면),-끓-(끓여불면은)/(끓이면)
감기,감기
잘,잘
걸리고,걸리고
춥게,춥게
키우라.,키우라.
양말도,양말도
그냥,그냥
양말도,양말도
자.,자.
춥게,춥게
애기들은,애기들은
하는,하는
게,게
(()),(())
나는,나는
생각,생각
우리가,우리가
사계절이,사계절이
있으니까,있으니까
사람들이,사람들이
아니,아니
저기,저기
똑똑한,똑똑한
더운,더운
나라,나라
사람들은,사람들은
막,막
{laughing},{laughing}
저,저
에스키모는,에스키모는
겨울만,겨울만
저기,저기
이런,이런
-남손-,-남손-
남자,남자
손님이,손님이
오면,오면
여자,여자
(()),(())
에스키모에서는.,에스키모에서는.
(()),(())
저,저
사장님,사장님
보는,보는
거,거
보라.,보라.
여자,여자
{laughing},{laughing}
거,거
좋다.,좋다.
((꺼x질거x)),((꺼x질거x))
{laughing},{laughing}
나라,나라
인도.,인도.
겨울.,겨울.
겨울.,겨울.
아이티,아이티
왕국.,왕국.
얼마나,얼마나
인도는?,인도는?
아~,아~
계절만은,계절만은
또,또
아니구나.,아니구나.
이거.,이거.
겨울철에,겨울철에
대해서,대해서
얘기,얘기
(()),(())
이제는,이제는
앞으론,앞으론
점점,점점
봄도,봄도
없고,없고
가을도,가을도
없고,없고
여름하고,여름하고
겨울.,겨울.
오늘은,오늘은
눈,눈
눈,눈
-조-,-조-
조금,조금
하더라고.,하더라고.
(()),(())
오늘은,오늘은
저,저
그런,그런
옛날,옛날
추억이,추억이
손,손
발,발
그,그
옛날,옛날
추억이,추억이
그립지,그립지
코로나가,코로나가
다,다
원~,원~
할,할
이제,이제
제주도도,제주도도
막,막
원,원
어디,어디
식당이나,식당이나
사람이,사람이
(()),(())
저,저
쪽엔,쪽엔
사람들,사람들
(()),(())
저기,저기
목욕탕,목욕탕
사우나도,사우나도
가지,가지
물,물
있는,있는
안,안
걸리는데,걸리는데
-빗을-,-빗을-
어디,어디
스킨,스킨
같은,같은
거라도,거라도
몸에,몸에
바르는,바르는
걸로,걸로
말을,말을
하면은,하면은
(()),(())
뜨거운,뜨거운
물,물
속에서는,속에서는
안,안
(()),(())
사우나.,사우나.
사우나.,사우나.
(()),(())
뜨거운,뜨거운
물,물
안에서는,안에서는
그거는,그거는
안,안
걸리는데,걸리는데
(()),(())
나와서,나와서
다닐,다닐
때,때
걸릴,걸릴
수가,수가
있으니까,있으니까
될,될
수,수
사우나도,사우나도
가지,가지
아이고,아이고
코로나,코로나
해도,해도
사람이,사람이
꽉,꽉
사우나.,사우나.
꽉,꽉
차.,차.
목욕하는,목욕하는
목욕만,목욕만
안,안
하면,하면
큰,큰
일,일
날,날
걸로,걸로
목욕을,목욕을
진짜로.,진짜로.
-죽을-,-죽을-
죽을,죽을
사람은,사람은
죽고,죽고
살,살
사람은,사람은
코로나,코로나
이거,이거
(()),(())
진짜로,진짜로
하는,하는
거,거
사람들더러,사람들더러
(()),(())
하도,하도
(()),(())
한,한
아이가.,아이가.
애기도,애기도
많이,많이
안,안
인구,인구
안,안
될,될
건데.,건데.
우리,우리
사계절이,사계절이
옷도,옷도
멋지게,멋지게
봄,봄
옷,옷
입고,입고
겨울,겨울
옷,옷
입고,입고
가을,가을
옷,옷
입고,입고
여름,여름
옷,옷
입고,입고
패션,패션
감각도,감각도
막,막
뛰어난가?,뛰어난가?
{laughing},{laughing}
패션,패션
감각들.,감각들.
사계절이,사계절이
아,아
난,난
옷,옷
옷,옷
봄,봄
옷,옷
터져.,터져.
가을,가을
옷,옷
터져.,터져.
겨울,겨울
옷,옷
터져.,터져.
솔직히.,솔직히.
겨울만,겨울만
겨울,겨울
옷만,옷만
할,할
여름,여름
옷도,옷도
이것저것,이것저것
겨울,겨울
옷도,옷도
이것저것.,이것저것.
사계절이,사계절이
사계절이,사계절이
(()),(())
-세-,-세-
아직,아직
사는,사는
맛이,맛이
(()),(())
사계절이,사계절이
{laughing},{laughing}
사계절이,사계절이
있어야,있어야
될,될
거,거
아니.,아니.
겨울만,겨울만
사계절,사계절
겨울만,겨울만
아니.,아니.
(()),(())
겨울도,겨울도
((혼내또)),((혼내또))
있고,있고
가을도,가을도
있고.,있고.
-더워-,-더워-
싹,싹
싹,싹
더운,더운
여름도,여름도
-이서-,-이서-
있고.,있고.
(()),(())
사람들은,사람들은
좋다,좋다
해도,해도
다,다
재미로,재미로
사는,사는
{laughing},{laughing}
봄도,봄도
봄,봄
봄,봄
와,와
가면은,가면은
고사리도,고사리도
가고.,가고.
여름엔,여름엔
또,또
여름대로,여름대로
대로,대로
다,다
먹는,먹는
것도,것도
다,다
아니?,아니?
(()),(())
변화가,변화가
있어야,있어야
돼.,돼.
그동안,그동안
코로나로,코로나로
못한,못한
여행,여행
못,못
다,다
다,다
이게,이게
다,다
번지는,번지는
(()),(())
뭐~,뭐~
